date,time,open,high,low,close,volume
20221020,17:30:00,140.98,141.05,140.84,141.05,13
20221020,17:31:00,141.06,141.07,140.92,140.99,22
20221020,17:32:00,140.98,141.03,140.91,140.99,63
20221020,17:33:00,140.98,141.08,140.9,140.94,36
20221020,17:34:00,141.0,141.06,140.91,140.91,25
20221020,17:35:00,140.98,141.02,140.91,141.01,29
20221020,17:36:00,140.98,141.17,140.98,141.09,43
20221020,17:37:00,141.13,141.38,141.12,141.32,130
20221020,17:38:00,141.36,141.37,141.24,141.24,36
20221020,17:39:00,141.33,141.48,141.33,141.39,35
20221020,17:40:00,141.41,141.49,141.4,141.48,65
20221020,17:41:00,141.49,141.67,141.46,141.52,93
20221020,17:42:00,141.57,141.62,141.5,141.5,43
20221020,17:43:00,141.51,141.6,141.44,141.57,54
20221020,17:44:00,141.53,141.53,141.4,141.52,32
20221020,17:45:00,141.52,141.52,141.42,141.45,12
20221020,17:46:00,141.41,141.42,141.32,141.33,22
20221020,17:47:00,141.3,141.45,141.3,141.38,31
20221020,17:48:00,141.36,141.45,141.31,141.43,67
20221020,17:49:00,141.39,141.68,141.39,141.65,104
20221020,17:50:00,141.69,141.76,141.63,141.65,189
20221020,17:51:00,141.65,141.76,141.65,141.74,90
20221020,17:52:00,141.76,141.78,141.69,141.74,28
20221020,17:53:00,141.73,141.75,141.67,141.7,71
20221020,17:54:00,141.69,141.86,141.68,141.82,126
20221020,17:55:00,141.81,141.81,141.66,141.78,118
20221020,17:56:00,141.79,141.88,141.73,141.79,118
20221020,17:57:00,141.8,141.88,141.55,141.56,192
20221020,17:58:00,141.65,141.82,141.58,141.78,58
20221020,17:59:00,141.78,141.81,141.67,141.67,43
20221020,18:00:00,141.68,141.76,141.55,141.57,108
20221020,18:01:00,141.54,141.54,141.19,141.4,187
20221020,18:02:00,141.35,141.35,141.12,141.13,121
20221020,18:03:00,141.13,141.36,141.08,141.34,62
20221020,18:04:00,141.29,141.29,141.2,141.26,15
20221020,18:05:00,141.19,141.25,141.1,141.25,31
20221020,18:06:00,141.22,141.22,141.03,141.06,60
20221020,18:07:00,141.09,141.09,140.75,140.83,94
20221020,18:08:00,140.7,140.8,140.66,140.73,114
20221020,18:09:00,140.7,140.79,140.69,140.75,56
20221020,18:10:00,140.74,140.81,140.6,140.79,116
20221020,18:11:00,140.78,140.84,140.66,140.66,23
20221020,18:12:00,140.66,140.72,140.6,140.69,41
20221020,18:13:00,140.66,140.72,140.57,140.71,37
20221020,18:14:00,140.71,140.79,140.65,140.75,43
20221020,18:15:00,140.72,140.93,140.7,140.93,33
