date,time,open,high,low,close,volume
20221020,17:30:00,581.59,582.1,581.58,582.1,4
20221020,17:31:00,582.5,582.5,581.57,581.62,49
20221020,17:32:00,582.35,582.77,582.34,582.77,12
20221020,17:33:00,583.21,583.21,582.78,582.78,6
20221020,17:34:00,583.4,583.4,582.89,582.89,9
20221020,17:35:00,582.7,582.7,582.69,582.7,1
20221020,17:36:00,582.7,582.7,582.7,582.7,0
20221020,17:37:00,582.87,583.49,582.65,583.49,18
20221020,17:38:00,584.04,584.04,584.03,584.04,2
20221020,17:39:00,583.57,583.57,583.57,583.57,1
20221020,17:40:00,583.25,583.25,583.25,583.25,1
20221020,17:41:00,583.91,584.06,583.91,584.06,2
20221020,17:42:00,583.73,583.73,583.73,583.73,1
20221020,17:43:00,583.86,583.86,583.56,583.81,7
20221020,17:44:00,583.76,583.76,583.18,583.3,11
20221020,17:45:00,583.32,583.32,583.31,583.32,8
20221020,17:46:00,583.55,583.61,583.0,583.0,19
20221020,17:47:00,583.0,583.41,583.0,583.23,3
20221020,17:48:00,583.21,583.21,582.63,582.63,5
20221020,17:49:00,582.35,582.39,581.97,582.0,21
20221020,17:50:00,581.81,581.83,581.8,581.8,3
20221020,17:51:00,581.63,582.35,581.51,581.51,15
20221020,17:52:00,581.51,581.51,581.51,581.51,0
20221020,17:53:00,581.85,581.85,580.62,580.62,8
20221020,17:54:00,580.62,580.62,580.62,580.62,0
20221020,17:55:00,580.67,580.67,580.01,580.02,11
20221020,17:56:00,580.02,580.02,580.02,580.02,0
20221020,17:57:00,580.15,580.15,579.01,579.01,9
20221020,17:58:00,578.97,579.03,578.17,578.17,13
20221020,17:59:00,579.21,579.21,578.38,578.84,11
20221020,18:00:00,578.98,579.8,578.98,579.58,7
20221020,18:01:00,579.12,579.12,577.79,578.45,15
20221020,18:02:00,578.45,578.45,578.45,578.45,0
20221020,18:03:00,578.29,578.29,578.28,578.29,5
20221020,18:04:00,578.29,578.29,578.29,578.29,0
20221020,18:05:00,578.29,578.29,578.29,578.29,0
20221020,18:06:00,578.29,578.29,578.29,578.29,0
20221020,18:07:00,577.64,577.65,577.01,577.01,5
20221020,18:08:00,576.81,576.81,576.15,576.69,7
20221020,18:09:00,577.16,577.22,577.16,577.22,3
20221020,18:10:00,577.01,577.01,577.01,577.01,1
20221020,18:11:00,577.01,577.64,577.01,577.35,7
20221020,18:12:00,577.47,577.48,577.14,577.14,4
20221020,18:13:00,577.04,577.04,576.76,576.86,7
20221020,18:14:00,576.86,576.86,576.86,576.86,0
20221020,18:15:00,576.56,577.12,576.43,577.12,4
20221020,18:16:00,577.09,577.09,577.09,577.09,1
20221020,18:17:00,577.5,577.52,577.43,577.44,12
20221020,18:18:00,577.75,577.75,577.63,577.63,3
20221020,18:19:00,577.8,577.8,577.43,577.43,3
20221020,18:20:00,577.41,577.42,576.98,576.98,8
20221020,18:21:00,576.52,576.52,575.92,575.92,3
20221020,18:22:00,575.67,576.5,575.67,576.48,6
20221020,18:23:00,576.51,576.51,576.51,576.51,1
20221020,18:24:00,576.51,576.51,576.51,576.51,0
20221020,18:25:00,575.8,575.96,575.76,575.96,7
20221020,18:26:00,575.96,575.96,575.96,575.96,0
20221020,18:27:00,575.64,575.8,575.07,575.44,17
20221020,18:28:00,575.39,575.69,575.1,575.51,15
20221020,18:29:00,575.75,576.0,575.75,576.0,6
20221020,18:30:00,575.96,576.02,575.9,576.02,5
20221020,18:31:00,575.95,576.61,575.94,576.61,6
20221020,18:32:00,576.59,577.37,576.58,577.11,15
20221020,18:33:00,577.11,577.11,577.11,577.11,0
20221020,18:34:00,577.04,577.34,576.47,577.34,25
20221020,18:35:00,577.05,577.6,576.48,576.48,9
20221020,18:36:00,576.56,576.78,576.56,576.78,4
20221020,18:37:00,576.96,576.99,576.52,576.52,13
