date,time,open,high,low,close,volume
20221020,17:30:00,164.86,164.86,164.72,164.77,76
20221020,17:31:00,164.77,164.81,164.75,164.81,124
20221020,17:32:00,164.81,164.9,164.8,164.9,31
20221020,17:33:00,164.92,165.01,164.85,164.87,166
20221020,17:34:00,164.87,164.91,164.85,164.9,53
20221020,17:35:00,164.91,165.0,164.86,164.98,90
20221020,17:36:00,164.96,164.96,164.89,164.95,38
20221020,17:37:00,164.96,165.05,164.96,165.02,33
20221020,17:38:00,165.01,165.01,164.93,164.94,22
20221020,17:39:00,164.95,164.96,164.83,164.84,51
20221020,17:40:00,164.83,164.9,164.83,164.85,27
20221020,17:41:00,164.88,164.89,164.86,164.88,27
20221020,17:42:00,164.87,164.87,164.84,164.86,16
20221020,17:43:00,164.86,164.88,164.78,164.79,53
20221020,17:44:00,164.78,164.84,164.74,164.84,36
20221020,17:45:00,164.84,164.84,164.77,164.78,21
20221020,17:46:00,164.8,164.86,164.8,164.84,58
20221020,17:47:00,164.83,164.86,164.83,164.83,30
20221020,17:48:00,164.82,164.9,164.82,164.85,69
20221020,17:49:00,164.86,164.89,164.82,164.82,39
20221020,17:50:00,164.81,164.81,164.74,164.75,78
20221020,17:51:00,164.75,164.79,164.75,164.78,111
20221020,17:52:00,164.77,164.8,164.75,164.8,20
20221020,17:53:00,164.79,164.84,164.76,164.83,57
20221020,17:54:00,164.8,164.83,164.75,164.76,30
20221020,17:55:00,164.75,164.78,164.74,164.78,57
20221020,17:56:00,164.75,164.76,164.74,164.75,76
20221020,17:57:00,164.77,164.8,164.74,164.75,66
20221020,17:58:00,164.75,164.75,164.72,164.73,119
20221020,17:59:00,164.73,164.74,164.72,164.73,23
20221020,18:00:00,164.75,164.82,164.74,164.82,70
20221020,18:01:00,164.8,164.8,164.68,164.79,243
20221020,18:02:00,164.78,164.82,164.78,164.81,46
20221020,18:03:00,164.82,164.85,164.79,164.79,46
20221020,18:04:00,164.81,164.87,164.81,164.86,48
20221020,18:05:00,164.85,164.87,164.83,164.86,65
20221020,18:06:00,164.84,164.85,164.76,164.82,40
20221020,18:07:00,164.8,164.8,164.74,164.8,73
20221020,18:08:00,164.77,164.78,164.73,164.78,100
20221020,18:09:00,164.78,164.8,164.74,164.74,26
20221020,18:10:00,164.73,164.74,164.66,164.71,69
20221020,18:11:00,164.7,164.75,164.7,164.7,27
20221020,18:12:00,164.69,164.74,164.69,164.72,60
20221020,18:13:00,164.72,164.77,164.71,164.77,52
20221020,18:14:00,164.76,164.8,164.74,164.8,28
20221020,18:15:00,164.79,164.84,164.79,164.82,36
20221020,18:16:00,164.85,164.86,164.79,164.79,38
20221020,18:17:00,164.8,164.81,164.75,164.8,22
20221020,18:18:00,164.81,164.87,164.78,164.84,36
20221020,18:19:00,164.86,164.89,164.83,164.83,53
20221020,18:20:00,164.82,164.82,164.75,164.79,104
20221020,18:21:00,164.81,164.88,164.81,164.87,54
20221020,18:22:00,164.83,165.0,164.83,164.93,87
20221020,18:23:00,164.91,164.91,164.87,164.87,17
20221020,18:24:00,164.87,164.93,164.87,164.89,22
20221020,18:25:00,164.87,164.89,164.79,164.81,51
20221020,18:26:00,164.81,164.87,164.77,164.83,23
20221020,18:27:00,164.82,164.82,164.74,164.77,40
20221020,18:28:00,164.76,164.84,164.75,164.78,54
20221020,18:29:00,164.81,164.95,164.81,164.91,56
20221020,18:30:00,164.9,164.92,164.83,164.83,99
20221020,18:31:00,164.81,164.9,164.8,164.89,35
20221020,18:32:00,164.9,164.97,164.9,164.94,40
20221020,18:33:00,164.93,164.96,164.91,164.93,29
20221020,18:34:00,164.92,164.92,164.83,164.85,58
20221020,18:35:00,164.87,164.88,164.81,164.88,34
20221020,18:36:00,164.84,164.88,164.79,164.88,21
20221020,18:37:00,164.86,164.93,164.86,164.91,66
20221020,18:38:00,164.92,164.96,164.9,164.95,30
20221020,18:39:00,164.96,165.0,164.95,164.98,57
20221020,18:40:00,164.97,165.04,164.88,164.91,175
20221020,18:41:00,164.9,164.96,164.89,164.91,24
20221020,18:42:00,164.92,164.96,164.87,164.88,53
20221020,18:43:00,164.88,164.89,164.83,164.83,77
20221020,18:44:00,164.83,164.88,164.82,164.84,35
20221020,18:45:00,164.86,164.86,164.75,164.8,46
20221020,18:46:00,164.79,164.84,164.78,164.84,19
20221020,18:47:00,164.87,164.89,164.83,164.85,38
20221020,18:48:00,164.86,164.94,164.85,164.94,35
20221020,18:49:00,164.92,164.98,164.91,164.94,41
20221020,18:50:00,164.93,164.93,164.88,164.88,40
20221020,18:51:00,164.91,164.93,164.9,164.93,13
20221020,18:52:00,164.93,164.95,164.92,164.93,31
20221020,18:53:00,164.94,164.94,164.91,164.92,17
20221020,18:54:00,164.91,164.96,164.89,164.95,40
20221020,18:55:00,164.96,164.98,164.93,164.94,47
20221020,18:56:00,164.95,165.0,164.95,165.0,24
20221020,18:57:00,165.02,165.09,165.02,165.07,32
20221020,18:58:00,165.09,165.09,165.04,165.04,46
20221020,18:59:00,165.06,165.1,165.04,165.07,48
20221020,19:00:00,165.06,165.06,164.97,164.97,77
20221020,19:01:00,164.95,164.95,164.91,164.92,54
20221020,19:02:00,164.94,164.96,164.89,164.89,36
20221020,19:03:00,164.91,164.95,164.89,164.92,68
20221020,19:04:00,164.93,164.96,164.92,164.95,17
20221020,19:05:00,164.94,165.0,164.94,164.99,38
20221020,19:06:00,164.99,165.0,164.94,164.94,47
