date,time,open,high,low,close,volume
20221020,17:30:00,258.7,258.78,258.7,258.78,9
20221020,17:31:00,258.97,259.13,258.86,258.99,16
20221020,17:32:00,259.04,259.04,259.03,259.04,1
20221020,17:33:00,259.25,259.25,259.0,259.06,9
20221020,17:34:00,259.15,259.15,258.98,259.06,5
20221020,17:35:00,259.43,259.56,259.43,259.53,4
20221020,17:36:00,259.58,259.71,259.58,259.71,59
20221020,17:37:00,259.71,259.71,259.71,259.71,0
20221020,17:38:00,259.71,259.71,259.71,259.71,0
20221020,17:39:00,260.13,260.2,259.73,259.77,37
20221020,17:40:00,259.8,259.8,259.8,259.8,1
20221020,17:41:00,260.0,260.18,260.0,260.18,2
20221020,17:42:00,259.86,260.04,259.86,260.04,2
20221020,17:43:00,260.04,260.04,260.04,260.04,0
20221020,17:44:00,259.88,259.88,259.74,259.74,4
20221020,17:45:00,259.74,259.74,259.74,259.74,0
20221020,17:46:00,259.62,259.62,259.51,259.51,3
20221020,17:47:00,259.31,259.32,259.07,259.07,2
20221020,17:48:00,259.12,259.12,259.11,259.12,1
20221020,17:49:00,259.12,259.12,259.12,259.12,0
20221020,17:50:00,259.15,259.2,259.06,259.2,10
20221020,17:51:00,259.5,259.5,259.5,259.5,1
20221020,17:52:00,259.05,259.05,259.05,259.05,2
20221020,17:53:00,259.42,259.43,259.08,259.09,2
20221020,17:54:00,259.31,259.31,259.0,259.17,11
20221020,17:55:00,259.24,259.24,259.23,259.24,1
20221020,17:56:00,259.28,259.28,258.87,259.19,14
20221020,17:57:00,259.23,259.37,258.76,258.99,39
20221020,17:58:00,259.06,259.77,258.83,259.77,17
20221020,17:59:00,259.77,259.77,259.77,259.77,0
20221020,18:00:00,259.15,259.15,258.92,258.92,9
20221020,18:01:00,258.76,258.76,257.68,258.15,12
20221020,18:02:00,257.78,257.78,257.64,257.64,2
20221020,18:03:00,257.92,257.99,257.76,257.76,3
20221020,18:04:00,257.8,257.8,257.57,257.77,4
20221020,18:05:00,257.38,257.82,257.38,257.82,11
20221020,18:06:00,257.77,257.8,257.73,257.73,5
20221020,18:07:00,257.75,257.82,257.74,257.81,7
20221020,18:08:00,257.47,257.63,257.46,257.63,6
20221020,18:09:00,257.61,257.61,257.49,257.49,6
20221020,18:10:00,257.48,257.95,257.48,257.95,7
20221020,18:11:00,257.98,257.99,257.98,257.98,3
20221020,18:12:00,257.76,257.76,257.24,257.24,7
20221020,18:13:00,257.12,257.33,256.84,256.84,16
20221020,18:14:00,256.55,256.55,256.55,256.55,2
20221020,18:15:00,256.88,256.88,256.69,256.7,7
20221020,18:16:00,256.92,257.13,256.92,257.13,7
20221020,18:17:00,257.41,257.67,257.41,257.67,3
20221020,18:18:00,257.67,257.67,257.67,257.67,0
20221020,18:19:00,257.67,257.67,257.67,257.67,0
20221020,18:20:00,257.55,257.55,257.45,257.48,4
20221020,18:21:00,257.08,257.08,257.08,257.08,1
20221020,18:22:00,256.94,257.42,256.94,257.42,10
20221020,18:23:00,257.47,257.47,257.47,257.47,1
20221020,18:24:00,257.45,257.45,257.45,257.45,1
20221020,18:25:00,257.17,257.17,257.06,257.06,2
20221020,18:26:00,256.93,256.93,256.93,256.93,1
20221020,18:27:00,256.96,256.97,256.65,256.69,4
20221020,18:28:00,256.68,256.69,256.45,256.45,3
20221020,18:29:00,256.39,256.74,256.39,256.65,6
20221020,18:30:00,256.65,256.65,256.65,256.65,0
20221020,18:31:00,256.5,257.03,256.5,257.03,11
20221020,18:32:00,257.0,257.0,257.0,257.0,10
20221020,18:33:00,257.09,257.15,257.09,257.15,3
20221020,18:34:00,257.06,257.06,256.98,257.03,7
20221020,18:35:00,257.2,257.2,257.12,257.18,14
20221020,18:36:00,257.19,257.19,257.19,257.19,1
20221020,18:37:00,257.19,257.19,257.19,257.19,0
20221020,18:38:00,257.0,257.03,256.8,256.96,23
20221020,18:39:00,256.96,257.22,256.94,257.09,9
20221020,18:40:00,257.22,257.22,256.86,256.86,4
20221020,18:41:00,257.22,257.22,257.21,257.21,2
20221020,18:42:00,256.98,256.98,256.97,256.98,1
20221020,18:43:00,256.98,256.98,256.98,256.98,0
20221020,18:44:00,256.98,256.98,256.98,256.98,0
20221020,18:45:00,256.78,256.78,256.42,256.57,10
20221020,18:46:00,256.3,256.52,256.09,256.11,16
20221020,18:47:00,256.11,256.11,256.11,256.11,0
20221020,18:48:00,256.11,256.11,256.11,256.11,0
20221020,18:49:00,255.81,256.37,255.81,256.22,12
20221020,18:50:00,256.41,256.48,256.41,256.48,2
20221020,18:51:00,256.49,256.49,256.49,256.49,1
20221020,18:52:00,256.69,256.86,256.68,256.86,6
20221020,18:53:00,256.48,256.48,256.48,256.48,1
20221020,18:54:00,256.48,256.48,256.48,256.48,0
20221020,18:55:00,256.75,256.78,256.75,256.78,3
20221020,18:56:00,256.78,256.78,256.78,256.78,0
20221020,18:57:00,256.7,256.88,256.7,256.7,4
20221020,18:58:00,256.7,256.7,256.7,256.7,0
20221020,18:59:00,256.97,256.97,256.97,256.97,1
20221020,19:00:00,256.97,256.97,256.97,256.97,0
20221020,19:01:00,256.63,256.63,256.63,256.63,1
20221020,19:02:00,256.99,257.0,256.84,256.84,5
20221020,19:03:00,257.03,257.12,257.03,257.05,3
20221020,19:04:00,256.85,256.85,256.85,256.85,1
20221020,19:05:00,256.79,256.79,256.61,256.71,3
20221020,19:06:00,256.47,256.47,255.78,255.78,7
20221020,19:07:00,255.34,255.34,255.24,255.24,4
20221020,19:08:00,255.24,255.24,255.24,255.24,0
20221020,19:09:00,255.1,255.97,255.1,255.96,21
20221020,19:10:00,255.41,255.41,255.41,255.41,1
20221020,19:11:00,255.72,256.54,255.71,256.54,14
20221020,19:12:00,256.24,256.24,256.03,256.03,5
20221020,19:13:00,256.16,256.16,256.16,256.16,2
20221020,19:14:00,255.84,255.84,255.64,255.64,2
20221020,19:15:00,255.7,255.7,255.58,255.58,17
20221020,19:16:00,255.43,255.43,255.42,255.43,1
20221020,19:17:00,255.47,255.47,255.13,255.14,5
20221020,19:18:00,255.14,255.26,255.1,255.16,7
20221020,19:19:00,255.14,255.35,255.02,255.22,7
20221020,19:20:00,255.26,255.38,255.11,255.38,9
20221020,19:21:00,255.4,255.73,255.4,255.73,6
20221020,19:22:00,255.83,256.51,255.73,256.45,17
20221020,19:23:00,256.24,256.24,256.03,256.04,6
20221020,19:24:00,256.04,256.04,255.72,255.77,3
20221020,19:25:00,255.87,255.87,255.86,255.87,1
20221020,19:26:00,255.74,255.74,255.74,255.74,3
20221020,19:27:00,255.8,256.0,255.79,256.0,7
20221020,19:28:00,255.96,255.96,255.92,255.92,4
20221020,19:29:00,255.8,255.8,255.78,255.78,3
20221020,19:30:00,255.67,255.67,255.62,255.62,5
20221020,19:31:00,255.47,255.9,255.47,255.9,13
20221020,19:32:00,255.77,255.77,255.53,255.53,4
20221020,19:33:00,255.53,255.53,255.53,255.53,0
20221020,19:34:00,255.49,255.49,255.39,255.47,7
20221020,19:35:00,255.4,255.4,255.28,255.4,5
20221020,19:36:00,255.62,255.77,255.57,255.77,5
20221020,19:37:00,255.77,255.77,255.77,255.77,0
20221020,19:38:00,255.57,255.57,255.24,255.25,3
20221020,19:39:00,255.25,255.25,255.25,255.25,0
20221020,19:40:00,255.15,255.15,254.96,254.96,4
20221020,19:41:00,254.96,254.96,254.96,254.96,0
20221020,19:42:00,254.89,255.04,254.89,255.04,4
20221020,19:43:00,255.09,255.47,255.09,255.47,12
20221020,19:44:00,255.41,255.41,255.07,255.07,10
20221020,19:45:00,255.02,255.02,254.96,254.96,4
20221020,19:46:00,254.92,255.12,254.91,255.02,8
20221020,19:47:00,254.99,255.13,254.93,255.06,5
20221020,19:48:00,254.91,254.91,254.91,254.91,1
20221020,19:49:00,254.79,254.93,254.72,254.73,9
20221020,19:50:00,254.84,254.85,254.37,254.46,15
20221020,19:51:00,254.42,254.99,254.42,254.72,13
20221020,19:52:00,254.97,254.97,254.81,254.81,3
20221020,19:53:00,254.74,254.74,254.67,254.68,2
20221020,19:54:00,254.68,254.68,254.68,254.68,0
20221020,19:55:00,254.68,254.68,254.68,254.68,0
20221020,19:56:00,254.84,254.85,254.36,254.36,4
20221020,19:57:00,254.67,254.89,254.67,254.89,7
20221020,19:58:00,254.77,254.77,254.77,254.77,3
20221020,19:59:00,254.99,254.99,254.99,254.99,1
20221020,20:00:00,254.83,254.83,254.83,254.83,4
20221020,20:01:00,254.74,254.77,254.64,254.77,4
20221020,20:02:00,254.67,254.89,254.63,254.64,8
20221020,20:03:00,254.63,254.63,254.63,254.63,1
20221020,20:04:00,254.51,254.77,254.5,254.77,8
20221020,20:05:00,254.79,254.9,254.78,254.9,2
20221020,20:06:00,254.93,254.93,254.86,254.86,2
20221020,20:07:00,254.64,254.64,254.64,254.64,5
20221020,20:08:00,254.52,254.52,253.9,253.91,11
20221020,20:09:00,254.0,254.28,253.89,254.15,7
20221020,20:10:00,254.15,254.33,253.7,253.7,19
20221020,20:11:00,253.92,253.94,253.77,253.77,3
20221020,20:12:00,253.61,253.65,253.61,253.65,2
20221020,20:13:00,253.64,253.84,253.44,253.67,6
20221020,20:14:00,253.5,253.8,253.48,253.8,3
20221020,20:15:00,253.65,253.89,253.65,253.71,9
20221020,20:16:00,253.82,253.83,253.52,253.52,7
20221020,20:17:00,253.9,254.05,253.9,253.96,13
20221020,20:18:00,253.95,253.95,253.86,253.95,22
20221020,20:19:00,253.95,254.02,253.79,254.02,17
20221020,20:20:00,253.85,254.01,253.64,253.64,5
20221020,20:21:00,253.65,253.71,253.63,253.64,15
20221020,20:22:00,253.58,254.03,253.56,253.86,17
20221020,20:23:00,253.88,254.05,253.88,254.05,5
20221020,20:24:00,253.91,253.91,253.91,253.91,1
20221020,20:25:00,253.91,253.91,253.91,253.91,0
20221020,20:26:00,253.88,253.88,253.88,253.88,1
20221020,20:27:00,253.88,253.88,253.88,253.88,0
20221020,20:28:00,253.79,253.79,253.16,253.16,15
20221020,20:29:00,253.01,253.19,253.01,253.19,6
20221020,20:30:00,252.98,252.99,252.83,252.97,10
20221020,20:31:00,253.11,253.31,253.11,253.31,10
20221020,20:32:00,253.0,253.0,253.0,253.0,2
20221020,20:33:00,253.24,253.51,253.24,253.51,8
20221020,20:34:00,253.51,253.51,253.51,253.51,0
20221020,20:35:00,253.99,254.03,253.99,254.03,11
20221020,20:36:00,254.03,254.03,254.03,254.03,0
20221020,20:37:00,254.2,254.2,254.19,254.2,1
20221020,20:38:00,254.31,254.31,253.79,253.8,3
20221020,20:39:00,254.12,254.12,254.12,254.12,1
20221020,20:40:00,254.0,254.3,253.91,254.17,33
20221020,20:41:00,254.02,254.02,253.87,253.87,2
20221020,20:42:00,254.13,254.23,254.13,254.23,2
20221020,20:43:00,253.82,253.91,253.82,253.91,2
20221020,20:44:00,253.92,254.04,253.91,253.95,8
20221020,20:45:00,253.88,253.88,253.86,253.87,2
20221020,20:46:00,253.68,253.99,253.68,253.99,8
20221020,20:47:00,254.0,254.09,253.94,254.09,7
20221020,20:48:00,254.04,254.2,254.03,254.19,9
20221020,20:49:00,254.18,254.39,254.17,254.39,4
20221020,20:50:00,254.39,254.39,254.39,254.39,0
20221020,20:51:00,254.3,254.31,254.3,254.31,2
20221020,20:52:00,254.4,254.69,254.33,254.69,10
20221020,20:53:00,254.69,254.71,254.6,254.6,3
20221020,20:54:00,254.82,254.84,254.82,254.84,2
20221020,20:55:00,254.87,254.87,254.87,254.87,1
20221020,20:56:00,254.89,255.0,254.89,255.0,5
20221020,20:57:00,255.03,255.07,255.02,255.02,5
20221020,20:58:00,255.18,255.22,254.84,254.84,9
20221020,20:59:00,254.89,254.89,254.75,254.75,4
20221020,21:00:00,255.09,255.24,255.09,255.24,6
20221020,21:01:00,255.22,255.22,255.15,255.16,6
20221020,21:02:00,255.17,255.17,255.05,255.05,12
20221020,21:03:00,254.73,254.94,254.6,254.94,29
20221020,21:04:00,254.74,254.74,254.66,254.66,5
20221020,21:05:00,254.78,254.78,254.78,254.78,1
20221020,21:06:00,254.91,255.3,254.9,255.3,11
20221020,21:07:00,255.39,255.49,255.28,255.28,6
20221020,21:08:00,255.32,255.63,255.32,255.53,12
20221020,21:09:00,255.5,255.5,255.27,255.28,5
20221020,21:10:00,255.33,255.33,255.05,255.05,5
